movie_title,director,year
Дорога антрацита,Эдвин Стэнтон Портер,1903
"Дон Кихот (фильм, 1903)",Фернан Зекка,1903
Дьявольский кэк-уок,Жорж Мельес,1903
Жизнь американского пожарного,Эдвин Портер,
Меломан (фильм),Жорж Мельес,1903
"Волшебный фонарь (фильм, 1903)",Жорж Мельес,1903
В царстве фей,Жорж Мельес,1903
Гостиница (фильм),Жорж Мельес,1903
"Большое ограбление поезда (фильм, 1903)",Эдвин Стэнтон Портер,1903
"Адский котёл (фильм, 1903)",Жорж Мельес,1903
Убийца и кюре,,1904
"Севильский цирюльник (фильм, 1904)",Жорж Мельес,1904
Собака Бастера идёт на помощь,Джордж Альберт Смит,1904
Фабрика собак,"Портер, Эдвин",1904
Свидание по объявлению,Альфред Коллинс,1904
Нервный Нат целует невесту,Эдвин Портер,1904
Невероятное путешествие,Жорж Мельес,1904
"Мститель, или Прогоревшая ставка",,1904
"История одной любви (фильм, 1904)",Люсьен Нонге,1904
"Алиса в Стране чудес (фильм, 1903)",Сесиль Хепуорт,1903
Житель пригорода,Уоллес Маккатчен,1904
Европейское лечение,Эдвин Стэнтон Портер,1904
Бывший каторжник (фильм),Эдвин Стэнтон Портер,1904
"Большое ограбление поезда (фильм, 1904)",Зигмунд Любин,1904
"Чёрный дьявол (фильм, 1905)",Жорж Мельес,1905
"Эсмеральда (фильм, 1905)",Алис Ги-Блаше,1905
Ужасный ребёнок,,1905
"Тысяча и одна ночь (фильм, 1905)",Жорж Мельес,1905
Рейс Париж — Монте-Карло,Жорж Мельес,1905
Спасена Ровером,Сесиль Хепуорт,1905
Похититель велосипедов,Андре Эзе,1905
"Приключения Шерлока Холмса (фильм, 1905)",,1905
"Ночь перед Рождеством (фильм, 1905)",Эдвин Стэнтон Портер,1905
Мечта о луне,Гастон Вель,1905
Купание малыша,Сесиль Хепуорт,1905
Ложно обвинённый,Сесиль Хепуорт,1905
Маленькое ограбление поезда,Эдвин Портер,1905
Железнодорожные злодеи,Эдвин Портер,1905
Клептоманка,Эдвин Стэнтон Портер,1905
Кони-Айленд ночью,Эдвин Стэнтон Портер,1905
В чёрной стране,Люсьен Нонге,1905
Вальс на потолке,Гастон Велль,1905
Битва при Динцзюньшане,Жэнь Цзинфэн,1905
Love Finds a Way,Дэвид Уорк Гриффит,1909
A Wreath in Time,Дэвид Уорк Гриффит,1909
A Rural Elopement,Дэвид Уорк Гриффит,1909
Я это сделала,Дэвид Уорк Гриффит,1909
The Hindoo Dagger,Дэвид Уорк Гриффит,1909
Эпизод из жизни Дмитрия Донского,Кай Ганзен,1909
Эти ужасные шляпы,Дэвид Уорк Гриффит,1909
Mr. Jones Has a Card Party,Дэвид Уорк Гриффит,1909
The Welcome Burglar,Дэвид Уорк Гриффит,1909
One Touch of Nature,Дэвид Уорк Гриффит,1909
Эдгар Аллан По (фильм),Дэвид Уорк Гриффит,1909
Честь воров,Дэвид Уорк Гриффит,1909
Трагическая любовь,Дэвид Уорк Гриффит,1909
"Чародейка (фильм, 1909)",Василий Гончаров,1909
Ухарь-купец (фильм),Василий Гончаров,1909
"Тоска (фильм, 1909)",Андрэ Калметт,1909
"Тарас Бульба (фильм, 1909)",Александр Дранков,1909
Прусский шпион,Дэвид Уорк Гриффит,1909
Смерть Иоанна Грозного (фильм),Василий Гончаров,
Приманка из платья,Дэвид Уорк Гриффит,1909
Русская свадьба XVI столетия,Василий Гончаров,1909
Спекуляция пшеницей,Дэвид Гриффит,1909
Преобразование пьяницы,Дэвид Уорк Гриффит,1909
"Хирургия (фильм, 1909)",Пётр Чардынин,
Ошибка грабителя,Дэвид Уорк Гриффит,1909
Очаровательная миссис Фрэнсис,Дэвид Уорк Гриффит,1909
Нить судьбы,Дэвид Уорк Гриффит,1909
На алтаре,Дэвид Уорк Гриффит,1909
Месть шута,Дэвид Уорк Гриффит,1909
Мать его жены,Дэвид Уорк Гриффит,1909
"Мёртвые души (фильм, 1909)",Пётр Чардынин,1909
Любовь его подопечного,Дэвид Уорк Гриффит,1909
"Мазепа (фильм, 1909)",Василий Гончаров,1909
Криминальный гипнотизёр,Дэвид Уорк Гриффит,1909
Карниз для штор,Дэвид Уорк Гриффит,1909
"Игра слов (фильм, 1909)",,1909
Жизнь Моисея,Джеймс Стюарт Блэктон,1909
И маленький ребёнок поведёт их,Дэвид Уорк Гриффит,1909
Золотой Луи,Дэвид Уорк Гриффит,1909
Одинокая вилла,Дэвид Гриффит,1909
Драма в таборе подмосковных цыган,Владимир Сиверсен,1909
Деревянная нога,Дэвид Уорк Гриффит,1909
Девочки и папа,Дэвид Уорк Гриффит,1909
Драма в Москве,Василий Гончаров,
Голос скрипки,Дэвид Уорк Гриффит,1909
