film_title,genre
Сильный Фердинанд,драма сатира
Покушение в Сараево (фильм),исторический драма
Старое ружьё,драма триллер военный фильм
Не упускай из виду,комедия
Потерянная честь Катарины Блюм (фильм),драма
Невинные с грязными руками,криминальный фильм драма триллер
История О (фильм),эротика драма
Между ночью и днём,драма фильмбиография
Как птица на проволоке,музыкальный
Главное — любить,драма
"Двадцатый век (фильм, 1976)",историческая драма
"Роллербол (фильм, 1975)",фантастика
С течением времени,драма
Вознесение матушки Кюстерс,драма
Ильза — свирепая тюремщица,фильм ужасов
Плоть орхидеи (фильм),кинодрама
"Братья по крови (фильм, 1975)",вестерн
"Формула (фильм, 1980)",триллер детективный фильм
Кружевница (фильм),драма
"Бездельник (фильм, 1977)",романтический фильм комедийный фильм и экранизация литературного произведения вд
Американский друг,драма
Каждому свой ад,драматический фильм
Замужество Марии Браун,мелодрама
Зеркало великого мага,сказка приключения
И снова лесной разбойник,приключенческий фильм детский фильм комедия семейный фильм
"Граф Монте-Кристо (мини-сериал, 1979)",экранизация исторический фильм приключенческий фильм драма мелодрама
"Простая история (фильм, 1978)",драма
Грете Минде (фильм),драма экранизация
Жестяной барабан (фильм),философская драма
Войцек (фильм),драма
Персеваль Валлиец,экранизация романа
Беляночка и Розочка (фильм),детский фильм
Серое дыхание дракона,драма экранизация боевик приключения
"Переход (фильм, 1978)",драматический фильм
Осенняя соната,драма
"Мы, дети станции Зоо (фильм)",биографическая драма
"Карлик Нос (фильм, 1978)",семейный фэнтези
Отчаяние (фильм),драма
"Дом у реки (фильм, 1986)",драматический фильм военный фильм
Волосы (фильм),музыкальный фильм
Горячая жевательная резинка,комедия
На Англию прощальный взгляд,драматический фильм и mwparseroutput tsWikidataredLink abackgroundnonepaddingmwparseroutput tsWikidataredLink aexternalcolorbacolorvarcolorlinkredbamwparseroutput tsWikidataredLink aexternalvisitedcoloracolorvarcolorlinkredvisiteda ЛГБТфильм вд
"Три сестры (фильм, 1984)",драматический фильм
Залп Ноева ковчега,детский фильм
Женщина в пламени,драматический фильм
Чёрный монах (фильм),драма экранизация
Кафе «Багдад»,комедийная драма
Яркий свет,фэнтези драма
Саффи (мультфильм),Комедия Приключения  исторический
Подменённая королева,сказка комедия
Убить дракона,притча антиутопия сказка
Баловень судьбы,мелодрама
Женщины-врачи,драма
"Анна (фильм, 1988)",мелодрама семейный фильм
"Трудно быть богом (фильм, 1989)",фантастика приключенческий фильм драма
Хануссен (фильм),драма
Большой бой Астерикса,историческая комедия
Ленин. Поезд,исторический фильм и драматический фильм
Баланс (мультфильм),немое кино и драматический фильм
"Европа (фильм, 1991)",драма
Франциск (фильм),фильмбиография Драма
Рискованные гонки,комедийный фильм
Фаллада — последняя глава,биографический фильм
Ягода-морошка,mwparseroutput tsWikidataredLink abackgroundnonepaddingmwparseroutput tsWikidataredLink aexternalcolorbacolorvarcolorlinkredbamwparseroutput tsWikidataredLink aexternalvisitedcoloracolorvarcolorlinkredvisiteda ЛГБТфильм вд и драматический фильм
Последний поворот на Бруклин (фильм),драма
"Алиса (фильм, 1988)",фэнтезийный фильм
Король — полярный медведь,семейный фильм приключенческий фильм фэнтези
Однажды преступив закон,комедия
Том и Джерри: Фильм,семейный комедия мелодрама мультфильм мюзикл приключения
Террор на борту,драма
"Дети природы (фильм, 1991)",драма мелодрама
Рубин Каира,триллер
Луна-44,фантастика триллер боевик
Французская женщина,драма
Уроки темноты,псевдодокументальный
"Дрянная девчонка (фильм, 1990)",драма биография
"Вернер. Твёрдый, как кость",Комедия боевик
Охота на бабочек,притча драма
Последний из племени людей-псов,вестерн
"Первая любовь (фильм, 1995)",драма экранизация
Андерграунд (фильм),антивоенный драма эксцентричная трагикомедия фантасмагория притча
Институт Бенжамента,драма
Новый братишка,Семейный фильм
Мертвец (фильм),вестерн притча
Середина момента,Документальный
Прорва (фильм),драма исторический фильм
Остров головорезов,приключенческий фильм плаща и шпаги
Город потерянных детей,приключенческий фильм драма фэнтези
Тайна гробницы,Детектив Детское кино Приключение
Приключения знаменитого кота-сыщика,Детектив
"Королевство (телесериал, 1994)",драма фильм ужасов комедия
Шамара,мелодрама драма
Астерикс завоёвывает Америку,историческая комедия
Влюблённый гробовщик,фильм ужасов комедия
Месмер (фильм),биографический фильм и драматический фильм
Каракум (фильм),приключенческий фильм
Небесные создания,биографическая психологическая драма
71 фрагмент хронологии случайностей,драма
Последняя ведьма,драма история
Порт де Лила (фильм),драматический фильм и нуар
Поп Чира и поп Спира,кинокомедия  сатирический
"Поединок (фильм, 1957)",драма экранизация
"Поцелуи (фильм, 1957)",фильмдрама мелодрама
Порванное платье,Фильм нуар Судебная драма
Посёлок безумных,фильмдрама
Последний куплет,музыкальный фильм мелодрама драма
Этруски убивают ещё,фильм ужасов
Поминальная песня,фильмдрама
Эликсир дьявола,драма экранизация
Спелые вишни,драма социальная драма производственный фильм
Под знойным небом,драма мелодрама
Помолвка в Цюрихе,комедия
Только правда,производственный фильм
Поддубенские частушки,комедия
Товарищ Ганс Баймлер,биографический фильм драматический фильм исторический фильм
Рио дас Мортес,комедия драма
Блондин — приманка для убийцы,детектив триллер
Под золотым орлом,драма экранизация
Дочери тьмы (фильм),Фильм ужасов
"Незнакомцы (фильм, 1969)",драма триллер
Тайный отряд,военный
Мальпертюи (фильм),драма фэнтези фильм ужасов
"Кардильяк (фильм, 1969)",драма экранизация авагнард
O.K. (фильм),военный фильм и драматический фильм
Сад Финци-Контини (фильм),драма
Печать Дьявола,исторический фильм
Тайна фермы Мессе,криминальный триллер
Юноша Фридрих Энгельс,
Вампирши-лесбиянки,Ужасы Саундтрек
"Мадам Баттерфляй (фильм, 1974)",фильм опера музыкальный фильм драма мелодрама
"Первая любовь (фильм, 1970)",мелодрама экранизация
"Кофейня (фильм, 1970)",драма
Птица с хрустальным оперением,триллер детективный фильм
Боги чумы,драма
Клоуны (фильм),документальный фильм комедия
Эоломея,Фантастика
Джонатан (фильм),фильм ужасов фэнтези драма
И карлики начинали с малого,драма комедия
"Воспоминания о будущем (фильм, 1970)",документальный научнопопулярный псевдонаучный
Похищение в Париже,шпионский фильм
"Синяя борода (фильм, 1972)",драма эротический триллер
Что они сделали с Соланж?,джалло
"Остров сокровищ (фильм, 1972)",приключенческий фильм фильм о пиратах нем
Что? (фильм),кинокомедия
Наковальня или молот,политический фильм драма
Ура! У нас каникулы!,детский фильм
Людвиг (фильм),драма исторический
Белые волки (фильм),красный вестерн драма исторический фильм
Осадное положение (фильм),драма триллер
"Коперник (фильм, 1972)",исторический
"Ловкость рук, Ваше Величество!",кинокомедия исторический фильм
Кто видел её смерть?,триллер фильм ужасов
Освобождение (киноэпопея),киноэпопея драма военный исторический
Красная королева убивает семь раз,джалло
Пилат и другие,драма
Горькие слёзы Петры фон Кант,драма
"Пария (фильм, 1967)",драма экранизация
Ниночка тоже снимает свои трусики,комедия эротика
"Агирре, гнев божий",драма приключения
Дело об убийстве Церник,детектив
Меня зовут Никто,вестерн комедия
"Звериная тропа (фильм, 1972)",драма
Доклад о девственницах,комедия
И дождь смывает все следы,драма мелодрама
"Победитель (фильм, 1957)",музыкальный фильмдрама
Повесть о первой любви,мелодрама
По путёвке Ленина,драма исторический фильм
Письмо из Сибири,документальный
Пижамная игра (фильм),мюзикл
Повесть о чистой любви,фильмдрама
Пастух (фильм),драма экранизация
Наша зелёная земля,Социальная драма
Партизанская искра (фильм),драма
"Петля (фильм, 1957)",драма экранизация
"Отдать всё, что есть у меня",драма
"Наш двор (фильм, 1956)",Лирическая драма
Отряд Трубачёва сражается,приключения военный
Н.Л.О.: Истинная история летающих тарелок,научная фантастика
"Парижанка (фильм, 1957)",комедия
Мы хотим жить,драма исторический военный
На подмостках сцены,комедия водевиль
Мы все нужны,драма
На задворках (фильм),драма
Отправление 13:30,комедия роудмуви
Мужчины остаются дома,комедия
Мы здесь живём,социальная драма
"Камера пыток (фильм, 1972)",фильм ужасов
Мрак среди дня,фильмдрама
"Мост (фильм, 1956)",драма
"Моя дочь (фильм, 1956)",драма
Миколка-паровоз,детское историкоприключенческое
Моленье о счастье,драма
Мистер Питкин: вверх тормашками,Кинокомедия
"Машинист (фильм, 1956)",драматический фильм
"Медовый месяц (фильм, 1956)",лирическая комедия
Мария-Антуанетта — королева Франции,исторический фильм биографический фильм драма мелодрама
Мадемуазель Стриптиз,комедия
"Мадам Баттерфляй (фильм-опера, 1956)",фильм опера музыкальный фильм драма мелодрама
Малютки у простофили,комедия
"Любовь с первого взгляда (фильм, 1956)",музыкальный фильм
Лето солнечного затмения,фильмдрама
"Куколка (фильм, 1956)",драма с элементами комедии
Мальва (фильм),мелодрама
Земляне (фильм),документальный фильм
"Моби Дик (фильм, 1956)",драма
Кто-то там наверху любит меня,биографический драма спортивный
"Золото (фильм, 2016)",драма триллер
Люби меня нежно,вестерн музыкальный фильм
"Землетрясение (фильм, 2016)",драма фильмкатастрофа
"Зачинщики (фильм, 2016)",комедия боевик
Запорошенные пеплом,драматический фильм
Закон ночи,гангстерский фильм драма
Запрос в друзья,фильм ужасов
Здравствуйте! Я продюсер Вуди Аллена,комедия
Заклятие 2,фильм ужасов
"Занавес (фильм, 2016)",социальная драма
За синей дверью (фильм),Фэнтези приключения семейный
Завещание отца (фильм),Драма
Жизнь и один день,драматический фильм
За вратами,ужасы триллер
"Жизнь (фильм, 2016)",драма
Жизни Терезы,документальный фильм и mwparseroutput tsWikidataredLink abackgroundnonepaddingmwparseroutput tsWikidataredLink aexternalcolorbacolorvarcolorlinkredbamwparseroutput tsWikidataredLink aexternalvisitedcoloracolorvarcolorlinkredvisiteda ЛГБТфильм вд
"Женщина, которая ушла",драма
Затерянный город Z,приключения история драма боевик
Женщины XX века,драма комедия
Жуткий (фильм),фильмтриллер
Между раем и адом,драматический фильм и военный фильм
Если кошки исчезнут во всём мире,драма фэнтези
Ёлки 5,комедия
"Жених (фильм, 2016)",комедия
Железнодорожные тигры,комедия боевик военный
Её звали Муму,драматический фильм
Рыцари Зодиака (фильм),фэнтези боевик
Бесконечный бассейн (фильм),триллер научная фантастика
1242: Врата на Запад,
Едва я открою глаза,драматический фильм и художественный фильм
Её любовь кипятит воду,драма
"Чёрная пантера (фильм, 1966)",цирковое представление мелодрама
У французских каминов,драматический фильм военный фильм
Тайник на Эльбе,шпионский фильм и военный фильм
Золотой гусь (фильм),сказка комедия семейный фильм
Королевские дети,драматический фильм военный фильм
Эскадрилья «Летучая мышь»,военный фильм
Развлекающиеся девушки и коридорный,комедийный фильм
Год рождения 1921,драма экранизация
Врач из Сталинграда,драматический фильм
"Карлик Нос (фильм, 1953)",семейный фэнтези
Эрнст Тельман — сын своего класса,биографический фильм
"Собаки, вы хотите жить вечно?",военная драма
Парацельс (фильм),драматический фильм
"Рассвет (фильм, 1954)",драматический фильм
"Поликушка (фильм, 1958)",драма экранизация
Легион «Кондор» (фильм),документальный фильм
Дэдпул (фильм),супергероика боевик научная фантастика комедия
Отель «Захер» (фильм),драма
Средь шумного бала (фильм),драма биографический музыкальный фильм
"Коралловый риф (фильм, 1938)",драма приключения
Заключительный аккорд,мелодрама
Товарищи под знаком Эдельвейса,документальный фильм
"Великая любовь (фильм, 1942)",военный фильм романтический фильм и драматический фильм
"Крейцерова соната (фильм, 1937)",драма экранизация
"Последний акт (фильм, 1955)",биографический фильм и драматический фильм
Кармен из Трианы,драма мюзикл
"Крысы (фильм, 1955)",драма
Лола Монтес (фильм),байопик
"Бисмарк (фильм, 1940)",драматический фильм и пропагандистский фильм
Девушки без границ,мелодрама драма
Фанфары любви,музыкальный комедия
Канарис (фильм),биографический военный драма приключенческий фильм
"Ингрид, история фотомодели",комедия
"Игрок (фильм, 1938, Германия)",драма экранизация
Прекрасная лгунья,комедийный фильм
"Последние дни Помпеи (фильм, 1959)",пеплум
Ночь над Готенхафеном,драма
"Мост (фильм, 1959)",военный драма
Карл Петерс (фильм),пропагандистский фильм приключенческий фильм драматический фильм
Пять патронных гильз,военный фильм драма
Они звали его Амиго,драма исторический
"Огниво (фильм, 1959)",фильмсказка экранизация
"Безмолвная звезда (фильм, 1960)",научнофантастический
Любовь в Риме (фильм),драма мелодрама  экранизация
"Индийская гробница (фильм, 1959)",приключенческий фильм
"Незнакомец (фильм, 1961)",киноповесть драма производственный фильм
Бенгальский тигр (фильм),приключенческий фильм драма мелодрама триллер
Город без жалости,драма экранизация
Всегда в пути твоё лицо,драматический фильм военный фильм
В пятницу в половине двенадцатого...,драма
Анжелика и король,экранизация приключенческий фильм мелодрама исторический фильм
Ангел на земле,комедийный фильм
Переход через Рейн,романтический фильм и драматический фильм
Хроника одного убийства,драматический фильм
"Кто вы, доктор Зорге?",драма
Дело Нины Б.,фильм нуар драма экранизация
Лицо Фу Манчу,триллер мистика криминал фантастика
Две девушки с красными звёздами,комедийный фильм
Анжелика в гневе,экранизация приключенческий фильм мелодрама
Нефтяной принц,вестерн
Гром небесный,Кинокомедия мелодрама
Иной фронт,драматический фильм военный фильм
Город тайн: Исчезнувшая,детективный фильм
Фуриоса: Хроники Безумного Макса,постапокалиптический приключенческий боевик
"Каскадёры (фильм, 2024)",комедийный боевик
"Беженцы (фильм, 1933)",пропагандистский фильм приключенческий фильм военный фильм и драматический фильм
"Сёрфер (фильм, 2024)",психологический триллер
Мы хороним мёртвых,фильмтриллер и фильм про выживание
Волшебники!,комедийный фильм
Быть лучше: История Робби Уильямса,биография драма
Чёрный гусар (фильм),исторический фильм
Убийца Дмитрий Карамазов,драма экранизация
"Ответный удар (фильм, 1957)",детектив
"Глубокие воды (фильм, 2024)",фильмкатастрофа и фильм ужасов
Отарова вдова,драма
Тайны Востока,приключенческий фильм фильмсказка
Трое с бензоколонки,музыкальный фильм комедия
Голубой ангел,психологическая драма
Любовь Жанны Ней (фильм),драматический фильм
"Альрауне (фильм, 1930)",фильм ужасов научнофантастический фильм драматический фильм и эротический фильм
Венгерская рапсодия (1928),драматический фильм и немое кино
Дорога к бесчестию,драматический фильм
ФП-1 не отвечает,научная фантастика приключения
Графиня Монте-Кристо,кинокомедия  драма
"Тройка (фильм, 1930)",драма мелодрама
"Целую вашу руку, мадам (фильм)",драма
Царевич (фильм),драматический фильм
Берлин — симфония большого города,документальный немое кино
Пылающее сердце,драматический фильм романтический фильм и немое кино
Белый дьявол (фильм),историческая мелодрама
Восхитительная ложь Нины Петровны,мелодрама
Город стоит на голове,комедия экранизация
"Трёхгрошовая опера (фильм, 1931)",мюзикл
"Песня донских казаков (фильм, 1930)",драматический фильм и немое кино
"Атлантида (фильм, 1932)",фэнтезийный фильм приключенческий фильм научнофантастический фильм экранизация литературного произведения вд и драматический фильм
"Живой труп (фильм, 1929)",немое кино и драматический фильм
Конгресс танцует (фильм),музыкальная кинокомедия
"Волшебная жизнь Жанны д’Арк, дочери Лотарингии",драматический фильм и немое кино
"Нейтральная полоса (фильм, 1931)",военная драма
"Асфальт (фильм, 1929)",драматический фильм и немое кино
Белый ад Пиц Палю (фильм),горный фильм драма приключенческий фильм
"Девушки в униформе (фильм, 1931)",романтическая драма
Бури страсти,драма нуар
"Вампир (фильм, 1932)",мистика
Огненные вёрсты,военный фильм истерн
Личная секретарша (фильм),музыкальный фильм и драматический фильм
Берлин-Александерплац (фильм),криминальная драма
Они встретились в пути,мелодрама
Орлёнок (фильм),для детей военный фильм
Орёл и ястреб,музыкальный фильмдрама мелодрама
"Обратной дороги нет (фильм, 1957)",драматический фильм и криминальный фильм
"Неугомонная (фильм, 1957)",фильмдрама
Округ Рэйнтри (фильм),эпический историко романтический вестерн
"Ночной патруль (фильм, 1957)",драма детектив
Ночи Кабирии,драма
"Ночь демона (фильм, 1957)",Фантастика Ужасы
Неповторимая весна,драма мелодрама
"Ночь, когда приходил дьявол",Криминальная драма
Нищий и красавица,криминальный фильм
Нерешительный стрелок,комедия
"Необыкновенное лето (фильм, 1957)",драма
Не подходи к воде (фильм),комедия
Не с этой Земли,Кинофантастика фильм ужасов
"Не тот человек (фильм, 1956)",криминальный фильм драма нуар
Незабываемый роман,романтическая трагикомедия
"Кто это сделал? (фильм, 1956)",комедия
"Невидимый мальчик (фильм, 1957)",научная фантастика приключения комедия
Наши соседи (фильм),комедия
Невероятно уменьшающийся человек,научная фантастика
Крутые горки,драматический фильм
"Крыша (фильм, 1956)",драма
"Начало конца (фильм, 1957)",фантастика ужасы
Красный шар,фэнтезийный фильм и детский фильм
Кровавый рассвет,драма экранизация
Король и я (фильм),музыкальный фильм
Короткий ум,комедия
Кони не виноваты (фильм),драма экранизация
Наезд (фильм),Фильм нуар
"Крутой маршрут (фильм, 1956)",семейный приключения военный
Наш милый доктор,комедия музыкальный фильм
"Крик в ночи (фильм, 1956)",Фильм нуар Триллер
Комната насилия,фильмдрама
"Колдунья (фильм, 1956)",драма
Карнавальная ночь,комедия музыкальный фильм Джаз Film Score Поп
Когда поют соловьи,мелодрама
"Искатели (фильм, 1956, СССР)",мелодрама киноповесть
Искатели (вестерн),вестерн
Капитан «Старой черепахи» (фильм),Приключенческий фильм
Иностранная интрига,детектив  криминальный нуар
"Источник (фильм, 1956)",драма
Из-за чести (фильм),драма
Как он лгал её мужу (фильм),
Илья Муромец (фильм),былина
Как Джанни попал в ад,комедия фильмопера
"И Бог создал женщину (фильм, 1956)",драматический фильм и романтический фильм
Из вечности,приключенческая драма
Иван Франко (фильм),биографический фильм
Дуэль братьев. История Adidas и Puma,биографическая драма
Земля против летающих тарелок,фантастика
Другой мир: Войны крови,фильм ужасов боевик
Дочь Бреста,Драма
Дорога к матери (фильм),драма
Другие люди,комедийная драма
"Дуэлянт (фильм, 2016)",драма
"Дом, милый дом (фильм, 2016)",фильмдрама
"Заноза (фильм, 1957)",Комедия
"Дочка (фильм, 2016)",драматический фильм
Дом странных детей мисс Перегрин,фэнтези приключения
Золотая симфония,ревю мелодрама музыкальный фильм
"Дом (фильм, 2016)",драматический фильм
До встречи с тобой,драма саундтрек Музыка к фильму
"Доверие (фильм, 2016)",Чёрная комедия детектив драма
"Доктор Стрэндж (фильм, 2016)",супергероика боевик фэнтези
До потопа (фильм),документальный
Долгая прогулка Билли Линна в перерыве футбольного матча,драма военный
"Дикий (фильм, 2016)",мелодрама
Дневник машиниста,черная комедия драма
Дизлайк (фильм),слэшер
Дитя Осириса,научная фантастика приключения боевик триллер
Диван Сталина,драма
Дикая местность,драма
"Джокер (фильм, 2016)",комедия
"Диггеры (фильм, 2016)",фильм ужасов
"Джеки (фильм, 2016)",драма биография
Дженис: маленькая девочка грустит,документальный фильм и биографический фильм
Запретная планета,научная фантастика
"Дивергент, глава 3: За стеной",научная фантастика антиутопия
"Джульетта (фильм, 2016)",драма
"Ровер (фильм, 2014)",постапокалиптический триллер неовестерн
Карлотта (телефильм),драма биография
"Я, Франкенштейн",Фильм о монстрах городское фэнтези научное фэнтези боевик
Убей меня трижды,триллер неонуар
1500 шагов,драма
Искатель воды,Драма Исторический фильм
"Молодая кровь (фильм, 2014)",триллер боевик
"Патруль времени (фильм, 2014)",Фантастика триллер
"Стакан воды (фильм, 1923)",комедия исторический фильм мелодрама экранизация
Бабадук,фильм ужасов триллер мистика
"Зловещие истории (фильм, 1919)",Ужасы
Жёлтый билет (фильм),драма
Старый закон,драма
Чёрный ход (фильм),драма
Татьяна (фильм),драма
"Чёрная пантера (фильм, 1921)",драма экранизация
Арсен Люпен против Шерлока Холмса,криминальный фильм драматический фильм кроссовер и немое кино
"Пражский студент (фильм, 1913)",Драма Фантастика Ужасы
"Другой (фильм, 1913)",триллер драма
"Харакири (фильм, 1919)",драма
"Клуб самоубийц (фильм, 1913)",драма
Серпантин (фильм),короткометражка
Итальянский крестьянский танец,документальный фильм
Под ярмом тиранов,пропагандистский исторический фильм драма
"Вильям Фосс, похититель миллионов",детектив
Лошадь и всадник прыгают через препятствие,учебный фильм
"Безумие (фильм, 1919)",Ужасы
Йог (фильм),немое кино и драматический фильм
"Зимний сад (фильм, 1895)",короткометражка
Усталая Смерть,притча триллер фэнтези
"Осколки (фильм, 1921)",Драма
Апофеоз (фильм),короткометражка
Акробатическая смесь,хроника короткометражка
"Индийская гробница (фильм, 1921)",приключенческий фильм
Бокс с кенгуру,документальный фильм
Бокс (фильм),документальный фильм
"Сокровище (фильм, 1923)",мелодрама
"Заблудшие души (фильм, 1921)",драма экранизация
Моника Фогельзанг,немое кино драматический фильм и исторический фильм
Блуждающий образ,мелодрама
Гунда (фильм),документальный фильм
Малькольм и Мари,романтический фильм
Дорогие товарищи!,историческая драма
Так внезапно,Мелодрама
Девушка возвращается одна ночью домой,Фильм ужасов мелодрама
"Три сестры (фильм, 2017)",драма
Доброй ночи и удачи,историческая драма
Объятия змея,драма
Ангел-А,мелодрама комедия нуар магический реализм
Конец прекрасной эпохи (фильм),драма экранизация
"Последний поезд (фильм, 2003)",драма военный фильм
Weekend,детективный триллер нуар драма
Небо над Берлином,Магический реализм Драма
"Скрипка (фильм, 2005)",драма
Франкенвини (фильм),scifi комедия
"Лгун (фильм, 1981)",драма комедия
Кофе и сигареты (короткометражный фильм),комедия
Фантазёры (фильм),комедия
Тудор (фильм),биографический фильм исторический фильм драма
"Вне закона (фильм, 1986)",комедия драма
Парень встречает девушку (фильм),драма
"Более странно, чем в раю",драма с элементами комедии
"Собака на сене (фильм, 1960)",драма
Мой друг Иван Лапшин,драма
Родник для жаждущих,драма  кинопритча
"Соседи (фильм, 1966)",комедийный фильм
Удивительный заклад (фильм),драма комедия
История Дайаны Линклеттер,комедия
Пять опозоренных женщин,драматический фильм и военный фильм
Порода Бульдог (фильм),комедийный фильм
"История, рассказанная после Токийской войны",драма
Четыре страницы одной молодой жизни,киноповесть мелодрама
Девушка на мосту,трагикомедия
"Хозяин (фильм, 1970)",киноповесть драма
"Тихие дни в Клиши (фильм, 1970)",комедия драма
Прохладный воздух,ужас
Серебряные трубы,драма биография
Севастополь (фильм),история драма
Судьба резидента,детективный фильм
Сослуживцы (телеспектакль),телеспектакль  комедия мелодрама экранизация
"Салют, Мария!",военнопатриотическая драма
Стреляй вместо меня,
"Смерти нет, ребята!",военная драма  героическая киноповесть
"Риск (фильм, 1970)",детектив шпионский военный экранизация
Секундомер (фильм),мелодрама
"Один из нас (фильм, 1970)",Приключения военный комедия
Свистать всех наверх!,Приключения
"Начало (фильм, 1970)",комедийная драма
Множественные маньяки,ужасы комедия
Пастораль (фильм),драма
"Молот ведьм (фильм, 1970)",Драма
Обратной дороги нет (фильм),военный фильм
"Ловушка (фильм, 1970)",драма военный
"Ночная смена (фильм, 1970)",мелодрама
"Милый лжец (телеспектакль, 1976)",лирическая драма
Ожившие легенды,драма
Зять из Бомбея,комедия социальный
Крушение империи (фильм),экранизация
"Кража (фильм, 1971)",Психологический детектив
"Зеркало (фильм, 1970)",мелодрама
"Король Лир (фильм, 1970)",трагедия
Две сестры (фильм),мелодрама экранизация
Дни и ночи в лесу,драма
Дело для начинающего палача,фэнтези сюрреализм
За час до рассвета (фильм),историкореволюционный драма экранизация
Гидрозагадка,криминальная комедия
"Восхождение (фильм, 1976)",драма военный фильм
Двадцать дней без войны,драма
Впереди день (фильм),драма киноповесть экранизация
Городской романс (фильм),мелодрама
"В один прекрасный день (фильм, 1976)",киноальманах музыкальная комедия фантастический фильм
Далёкие близкие годы,историческая драма  детектив военнореволюционный истерн приключения
Венок сонетов (фильм),драма
Быть лишним,криминальнопсихологическая драма
"Перед рассветом (фильм, 1961)",драма экранизация
"Лёгкая жизнь (фильм, 1964)",комедия
Беспокойный постоялец,фантастическая комедия
Баллада о Беринге и его друзьях,историкобиографический
Перекрёстная ловушка,криминал
Конец священника,комедийный фильм парабола и драматический фильм
Мой дом — Копакабана,драматический фильм
"Объезд (фильм, 1968)",комедия
Гитлер? Не знаю такого,документальный фильм
Краткие встречи на долгой войне,мелодрама военный
Арнульф Райнер (фильм),экспериментальное кино
Встреча на выставке,киноновелла
Большой и маленький Вонг Тин Бар,уся боевик приключенческий фильм драма
Бешеный бык,драма фильмбиография
Простая смерть…,драма притча
Всё для вас,комедия мюзикл
4 x 4 (фильм),драма комедия
Бойцовая рыбка (фильм),драма
Дурная ночь,драма
Человек-слон,драма
"Трудно быть богом (фильм, 2013)",фантастика драма
Туринская лошадь,драма
"Человек, которого не было",неонуарная экзистенциальная притча
Ида (фильм),драматическое роудмуви
"Шепчущий во тьме (фильм, 2011)",ужасы
Небраска (фильм),комедийная драма роудмуви
"Белоснежка (фильм, 2012)",фантастическая драма
Артист (фильм),драма мелодрама комедия
На этой земле,фильмдрама
Урок танго,драма мелодрама музыкальный фильм
"Перекрёсток (фильм, 1993)",драма
Шагреневая кость (фильм),авангард
Можжевеловое дерево (фильм),фэнтези драма
На повороте (фильм),киноповесть
На переломе (фильм),драма мелодрама
Первый этаж (фильм),драма
