film_title,director,year
"Ян Гус (фильм, 2015)",,
Категория,,
Папина «Волга»,,2018
"Кандидат (фильм, 2013)",,2013
Королевский роман,,2012
"Скрипка (фильм, 2017)",,2017
Все ушли,,2012
Императорский и королевский фельдмаршал,,1930
Армия Франкенштейна,,2013
"Двенадцать месяцев (фильм, 2012)",,2012
Семья Никки,,
Гурвинек: Волшебная игра,,
"В тени (фильм, 2012)",,
Пробуждающая совесть,,
"Я, Ольга Гепнарова",,2016
Чужой против Хищника,,2004
Учитель Идеал,,1932
Шмитке (фильм),,
Серена (фильм),,2014
"Вий (фильм, 2014)",,2014
Теория тигра,,2016
"Учительница (фильм, 2016)",,2016
Пришельцы 3: Взятие Бастилии,,
"Осенние воспоминания (фильм, 2016)",,2016
Масарик (фильм),,2016
"Маргарита (фильм, 2015)",,2015
Маленький человечек,,
Браво!,,2015
Антропоид (фильм),,2016
Эпохальное путешествие пана Тржиски в Россию,,2011
Не прикасайся,,2018
Категория,,
Категория,,
Delirium (фильм),,2012
Категория,,
Категория,,
Категория,,
Категория,,
Категория,,
Маленький крестоносец,,
Возвращение Куки,,
Категория,,
Категория,,
Категория,,
Категория,,
"Семейный фильм (фильм, 2015)",,
Категория,,
Пламя и Цитрон,,2008
Домашний уход,,2015
Категория,,
Кровавая графиня — Батори,,2008
"Карамазовы (фильм, 2008)",,2008
"Иллюзионист (фильм, 2006)",,2006
Категория,,
Принц и я,,
Категория,,
"Антон Шпелец, снайпер",,1932
Девятый день,,2004
Сибирский цирюльник,,1998
Спасибо за каждое новое утро,,
Я обслуживал английского короля (фильм),,2006
Жизнь и необычайные приключения солдата Ивана Чонкина (фильм),,1994
Doom (фильм),,2005
"Роковые яйца (фильм, 1995)",,1995
Пророк Моисей: Вождь-освободитель,,
Андерграунд (фильм),,
Урок Фауста,,1994
Подземелье драконов (фильм),,2000
Тело без души,,1996
"Горбун из Нотр-Дама (фильм, 1997)",,1997
Полено (фильм),,
Коля (фильм),,1996
Париж! Париж!,,2008
"Одиночки (фильм, 2000)",,2000
Нужно убить Секала,,
Букет (фильм),,2000
Царь Соломон: Мудрейший из мудрых,,
"Людоед (фильм, 1999)",,1999
"Мост (фильм, 2003)",,2003
Хроники обыкновенного безумия (фильм),,2005
"Лунатизм (фильм, 2005)",,2005
Гном (фильм),,2005
7 дней до смерти,,2000
"Без семьи (фильм, 2000)",,
"Лебединое озеро (фильм, 1998)",,1998
Девственность ни к чему,,2006
Вацлав (фильм),,
Горе пани Шнайдровой,,
Зияющая синева,,2001
Бросок кобры,,2009
Королева славян,,
Через океан,,
"Человек, который не умирал",,
"Оливер Твист (фильм, 2005)",,2005
"Человек-волк (фильм, 1941)",,
"Улица удачи (фильм, 1942)",,1942
Убийцы выходят на дорогу,,
"Жанна д’Арк (фильм, 1999)",,1999
Убийство на Центральном вокзале,,
"Тихо, пожалуйста: убийство",,
Сын Таджикистана,,1942
"Нормальный (фильм, 2009)",,2009
Так хочет леди,,
"Стеклянный ключ (фильм, 1942)",,
"Сувенир (фильм, 1942)",,1942
Сокол и большая афера,,
Случайная жатва (фильм),,1942
Фантастическая симфония (фильм),,
Славный малый,,1942
Сказки Манхэттена,,
Секретарь райкома,,
"Синий, белый и идеальный",,1942
Свидание с Соколом,,1942
Разгром немецких войск под Москвой,,1942
"Принц и нищий (фильм, 1942)",,1942
Псевдоним Бостонский Блэки,,
Приключения в Палм-Бич,,1942
Призрак Франкенштейна,,
По ком звонит колокол (фильм),,
Песнь о великане,,1942
Партизаны в степях Украины,,1942
"Парень из нашего города (фильм, 1942)",,1942
Пальцы на окне,,
Категория,,
Иеремия Джонсон,,1972
Играй как по писаному (фильм),,1972
Игра смерти,,1972
"Перекрёстки (фильм, 1942)",,1942
Иванов катер (фильм),,1972
И дождь смывает все следы,,1972
Золотые рога,,1972
Зита и Гита,,1972
Зимородок (фильм),,1972
"Земля, до востребования (фильм)",,1972
Здравствуй и прощай,,
Здесь нам жить,,1972
Игра в карты по-научному,,
Зи и компания,,1972
Звезда в ночи,,
Заячий заповедник,,1972
"Сталинград (фильм, 1993)",,1993
"Звериная тропа (фильм, 1972)",,1972
"Человек, который пришёл к обеду",,1942
Зарубки на память,,1972
Записки Пиквикского клуба (телеспектакль),,1972
