title,genre
Эффект колибри,"боевик,триллер,драма"
Транс (фильм),"детектив,психологический триллер"
Последние дни на Марсе,"фантастика,триллер,ужасы"
Не просто счастливый конец,"Романтическая комедия,Драма"
Рай: Надежда,драма
Вифлеем (фильм),"драматический фильм,3"
Рай: Вера,драматический фильм
Гранд Централ. Любовь на атомы,
Волчья яма 2,"ужасы,слэшер"
Возвращение на остров Ним,"приключения,комедия"
От звонка до звонка,"драма,криминальный"
Лето в феврале,драма
"Возмездие (фильм, 2013)",драма
Мёртвые 2: Индия,фильм о зомби
Как я теперь люблю,мелодрама
На грани сомнения,триллер
Как украсть бриллиант,комедия
"Грязь (фильм, 2013)","чёрная,трагикомедия"
Тропы (фильм),драма
"Двойник (фильм, 2013)","драма,трагикомедия,триллер"
Ченнайский экспресс,"боевик,комедия,мелодрама"
Выживут только любовники,"фэнтези,драма"
Бойфренд из будущего,"комедия,драма,научная фантастика"
В страхе,психологические ужасы
Дух 45-го,документалистика
Таинственный путь,"драма,детектив,триллер"
Храброе сердце (мультфильм),"семейный,анимация"
"Секретный эксперимент (фильм, 2013)",триллер
Восточный ветер (фильм),"приключения,семейный,драма"
Стрельба в Вадале,боевик
Рам и Лила,"мелодрама,фильм-драма,мюзикл,фильм о любви"
Путь к дому тёти,драматический фильм
Долгий путь к свободе (фильм),"биография,драма"
С двумя девушками,"романтический фильм,2,боевик"
Следы апостолов,приключения
Предводитель (фильм),"боевик,драма"
"Отважный (фильм, 2013)","боевик,комедия"
Белль (фильм),
"Вендетта (фильм, 2013)",
Острый перец (фильм),"боевик,комедия,саундтрек"
Махабхарата (мультфильм),эпос
Львиное сердце 2,боевик
Кинофильм (фильм),"драма,фильм-биография"
Мандарины (фильм),"военный,драма"
Ланчбокс,"драматический фильм,романтический фильм"
"Вне времени (фильм, 2013)","боевик,приключения,мелодрама,фантастика"
Гонка 2,"боевик,триллер"
Байкеры 3,"боевик,триллер"
Лицемер (фильм),"боевик,комедия,саундтрек"
Атаки 26/11,"триллер,докудрама,криминальный"
Пилгрим Хилл,"драматический фильм,1"
"Море (фильм, 2013)",драма
Волнение сердца,романтическая комедия
Многоликий (фильм),боевик
Паганини: Скрипач Дьявола,"мелодрама,биография,музыка"
Я очень возбуждён,комедия
Лучшее предложение,"психологический триллер,драма"
"Эпидемия (фильм, 2013)","научно-фантастический фильм,2,3,[…],постапокалиптический фильм"
Крриш 3,"фантастика,боевик,приключения,музыкальный фильм"
Священная римская кольцевая,Документальный фильм
Сибирское воспитание,"криминал,драма"
Мэрайа Мунди и шкатулка Мидаса,"Фэнтези,приключенческий фильм,семейный фильм"
Легко живётся с закрытыми глазами,комедийная драма
Торжественный финал,"фильм-триллер,фильм-тайна,драматический фильм"
Остановившаяся жизнь,драма
Зажигание (фильм),боевик
Джастин и рыцари доблести,"фэнтезийный фильм,детский фильм,приключенческий фильм,2,мультфильм"
Летняя ночь в Барселоне,комедия
Суперкоманда,"романтическая комедия,детский фильм,приключенческий фильм,2,фильм о футболе"
Влюблённый скорпион,драма
Ведьмы из Сугаррамурди,комедия ужасов
Дать дуба в округе Юба,комедийный фильм
Далёкие близкие,"драма,комедия"
Мафия убивает только летом,комедийная драма
Да будет утро,драматический фильм
Грозный папа,"приключенческий фильм,фантастический фильм,комедийный фильм,семейный фильм"
Границы безумия,драма
Закрытый занавес,драматический фильм
Гнев во спасение,триллер
"Голод (фильм, 2022)",документальный
Герцог (фильм),"комедийный фильм,биографический фильм"
"Глубокие воды (фильм, 2022)",психологический триллер
Вычитание (фильм),"драма,триллер"
"Герой (фильм, 2021)","драматический фильм,фильм-триллер"
"Выход (фильм, 2022)",
Выживание доброты,драматический фильм
Выпускной класс,комедия
"Всевидящее око (фильм, 2022)","мистический фильм,триллер"
Все старые ножи,"фильм-триллер,экранизация романа"
"Всё будет хорошо (фильм, 2022)",фантастика
Всё везде и сразу,"фантастический,комедийный боевик"
Все любят Жанну,"драматический фильм,1,комедийный фильм,1"
Время года зима,драма
Воронья лощина,"фильм ужасов,триллер"
"Воспламеняющая взглядом (фильм, 2022)","экранизация романа,научно-фантастический фильм,фильм ужасов,2,фильм-триллер,2,кинофантастика,2"
Дампир (фильм),"фэнтези,хоррор"
Война единорогов,"приключения,военный,боевик"
Вышка (фильм),"фильм про выживание,фильм-триллер"
К тебе или ко мне?,романтическая комедия
Истребитель демонов: Деревня кузнецов,"боевик,фэнтези"
Как заниматься сексом,"драматический фильм,1"
Искусство по понятиям,"чёрно,комедийный триллер"
Императрицы (фильм),"художественно,документальный,история,драма"
Изгоняющий дьявола: Верующий,"мистика,фильм ужасов"
Избави нас. Одержимые,фильм ужасов
Индиана Джонс и Колесо судьбы,приключенческий боевик
Время между нами,
"Иди ко мне, детка",романтическая комедия
И не подумай прийти на мою бат-мицву,драмеди
Идеальные дни,драма
Иван Васильевич меняет всё,"комедия,пародия,фантастика,приключенческий фильм,музыкальный фильм"
Зона интересов (фильм),драма
Звук свободы,"боевик,криминальный фильм,драматический фильм"
Запретная страсть,драма
"Восставший из ада (фильм, 2022)",фильм ужасов о сверхъестественном
Заклятие. Зло внутри,фильм ужасов о сверхъестественном
Зверь в джунглях,драматический фильм
Звёзды в полдень,экранизация романа
Воздушный бой (фильм),"боевик,ужасы"
З/Л/О 85,"ужасы,найденная плёнка"
За нас с вами,драма
Женщина с…,"драматический фильм,ЛГБТ-фильм"
Дьявол в деталях. Дело Миранды,историческая драма
Жанна Дюбарри (фильм),"исторический фильм,5,биографический фильм,драматический фильм,5"
"Дыхание (фильм, 2023)",драма
Ёлки 10,комедия
Дочери Ольфы,
Долгожданный рассвет,Драма
"Домашняя вечеринка (фильм, 2023)",комедия
Дорога отчаяния,боевик
Дочь болотного короля,психологический фильм-триллер
Ещё одна настоящая любовь,мелодрама
Дурные деньги,комедийная драма
Возвращение с фронта,"военная,драма"
Возвращение в прах,драма
Возвращение в Хогвартс,"документальная драма,документальный фильм,семейный фильм"
"Вихрь (фильм, 2021)","драматический фильм,психологический фильм"
Мужчине живётся трудно. Фильм 34: Истинный путь Торадзиро,комедия
Антонио Гауди (фильм),документальный фильм
Мужчине живётся трудно. Фильм 33: Задыхающийся в ночном тумане Торадзиро,комедия
"Чебурашка (мультфильм, 2013)",детский фильм
Медвежья история,"приключения,драма"
"Годзилла (фильм, 1984)","фантастика,триллер"
Искусство и любовь,драма
"Дипломатия (фильм, 2014)","исторический фильм,драма"
Прогулка по Бангкоку,кинокомедия
Принцесса Монако,"драма,биография"
Лицо Карин,Документальное кино
Синевир (фильм),фильм ужасов
"Поводырь (фильм, 2013)",драма
Я не вернусь (фильм),драматический фильм
Шагал — Малевич,"фильм-биография,исторический фильм,киноповесть"
"Развод (фильм, 2014)","драматический фильм,4,5,[…],документальный фильм,6"
"Трубач (фильм, 2014)","семейный фильм,комедия,мюзикл"
"Чёрная роза (фильм, 2014)","боевик,драма,криминальный фильм"
Смертельно живой,"триллер,детектив,драма"
"Гэбриэл (фильм, 2014)",триллер
Грань будущего,"фантастический,боевик,Саундтрек,эпическая музыка,фоновая музыка"
"Избави нас от лукавого (фильм, 2014)","детектив,ужасы,триллер"
Ода моему отцу,драма
Одно движение Божье,"неонуар,боевик"
Тупой и ещё тупее 2,комедия
Тэмми,комедия
Трансформеры: Эпоха истребления,"научно-фантастический,боевик"
"Грэйс (фильм, 2014)",ужасы
Сын Божий (фильм),"Пеплум,фильм-биография,драма"
Типа копы,комедия
"Судья (фильм, 2014)","комедийная драма,процессуальная драма,драматический фильм,криминальный фильм"
"Стрингер (фильм, 2014)","триллер,криминал,драма"
Бермудские щупальца,фильм ужасов
"Страна Оз (фильм, 2014)","постапокалиптика,фэнтези,драма"
Совместная поездка,"комедия,боевик"
Ты — не ты,драма
Стражи Галактики (фильм),"супергероика,приключения,боевик,комедия,космическая опера"
"Снайпер (фильм, 2014)","биография,драма,боевик,военный"
Смешанные,романтическая комедия
Снайпер: Наследие,боевик
Сапожник (фильм),"драма,фэнтези,комедия"
Сельма (фильм),
Седьмой сын,"фэнтези,приключения"
Самый опасный человек,драма
"Сама жизнь (фильм, 2014)","комедийный фильм,драматический фильм"
"Саботаж (фильм, 2014)","боевик,триллер"
Рука на миллион,спортивная драма
Существует (фильм),ужасы
"Рука дьявола (фильм, 2014)","триллер,ужасы"
"Стрелок (фильм, 2014)","комедийный фильм,вестерн"
"Рой (фильм, 2014)","триллер,фантастика,ужасы"
Розовая вода (фильм),"драматический фильм,2,3,тюремный фильм,политический фильм"
"Ровер (фильм, 2014)","постапокалиптический,триллер,нео-вестерн"
Соседи. На тропе войны,комедия
"Робокоп (фильм, 2014)","боевик,фантастика,супергероика"
Реальная белка,"приключения,комедия"
Пятое путешествие Синдбада,приключенческий фильм
Проклятие Аннабель,фильм ужасов
Скотозаговор,документальный фильм
"Посвящённый (фильм, 2014)","утопия,драма"
"Половое воспитание (фильм, 2014)",комедия
Пока мы молоды,"комедийная драма,1"
Планета обезьян: Революция,"фантастика,боевик,приключения,драма"
Пригородная готика (фильм),комедийный фильм ужасов
"Пирамида (фильм, 2014)",Фильм ужасов
Пришествие Дьявола,"ужасы,триллер"
Поймать Санту,"Комедия,семейный"
Помпеи (фильм),"фильм-катастрофа,драма,пеплум,исторический фильм,приключения"
Повар на колёсах,комедия
Первый мститель: Другая война,"супергероика,приключения,боевик,научная фантастика,триллер"
Поворот не туда 6: Последний курорт,Слэшер
Париж. Город мёртвых,"фильм ужасов,псевдодокументальный фильм,триллер"
"Писака (фильм, 2014)","триллер,неонуар"
Паранормальное явление: Метка Дьявола,"фильм ужасов о сверхъестественном,найденная плёнка"
Пряности и страсти,"драма,мелодрама"
Ошибка времени,"научная фантастика,триллер"
"Охотники за сокровищами (фильм, 2014)","драма,комедия"
Очень странный рай,"Семейный,комедия,фэнтези"
Охотник на лис,
Харольд здесь,"драма,комедия"
Отрочество (фильм),"эпическая,драма,история взросления,1,экзистенциальная,притча,2,3"
"Слепая (фильм, 2014)",драма
Операция «Мёртвый снег» 2,зомби-комедия
Выжить в Арктике,приключения
Парни из Джерси (фильм),"музыкальный фильм,1,2,биографический фильм,драматический фильм"
"Фотограф (фильм, 2014)","триллер,детектив"
Камни на шанец,"военный фильм,драма"
Песни пьющих (фильм),драма
Открытые окна,"триллер,драма"
Отель «Гранд Будапешт»,Трагикомедия
"Оно (фильм, 2014)","фильм ужасов,триллер"
Они были солдатами: Пустота,"драма,военный фильм"
"Гражданин (фильм, 2014)","сатирический фильм,драматический фильм"
Одержимость Майкла Кинга,"ужасы,триллер,мокьюментари"
Однажды в Нью-Йорке,Драма
Город 44,"военный,историческая,драма"
Обычное сердце,драма
Человек живёт для лучшего,документальный фильм
"Одержимость (фильм, 2014)","музыкальная,психологическая драма,Джаз"
Общак (фильм),криминальная драма
Обитель проклятых,триллер
Ночь была темна,"хоррор,фантастика,драма"
Ной (фильм),"эпический фильм,пеплум,фэнтези,драма,приключения"
Ночь покера,"ужасы,боевик,триллер,криминал"
Ночь в музее: Секрет гробницы,"фэнтези,комедия,приключения,семейный"
"Боги (фильм, 2014)","биография,драма"
Ничего себе поездочка 3,"фильм ужасов,слэшер,триллер"
Новый Человек-паук: Высокое напряжение,"супергероика,боевик,научная фантастика,приключения,драма,неонуар"
"Неуправляемый (фильм, 2014)","драма,музыкальный"
Неудержимые 3,"боевик,Музыка к фильму"
Не вижу зла 2,слэшер
Несносные боссы 2,комедия
Несломленный,"военная,драма,фильм-биография"
"Навстречу шторму (фильм, 2014)","фильм-катастрофа,найденная плёнка"
"Мужчины, женщины и дети","комедия,драма"
Моя старушка,"драма,Мелодрама,комедия"
Мотель (фильм),"триллер,криминальная драма"
Морпехи 2: Поле Огня,"драма,боевик"
Морской туман,драма
Местный (фильм),"драма,вестерн"
Морозилка (фильм),
Девочка у моей двери,драма
Маппеты 2,"музыкальный фильм,фильм-тайна,фильм-ограбление,комедийный фильм,фэнтезийный фильм,научно-фантастический фильм"
Мега-акула против Меха-акулы,"фильм о монстрах,фильм-катастрофа,комедия ужасов,научно-фантастический фильм"
"Не подавай виду (фильм, 2014)","фильм ужасов,драма,триллер"
Манглхорн,
Малефисента (фильм),фэнтези
Маленькие негодяи спасают положение,"комедийный фильм,детский фильм"
Мисс бабуля,трагикомедия
Магия лунного света,романтическая комедия
Мисс Переполох,комедия
Любовь сквозь время,"фэнтези,драма"
Люди Икс: Дни минувшего будущего,"супергероика,боевик,научная фантастика"
Лучшее во мне,"мелодрама,кантри"
Мачо и ботан 2,"боевик,комедия,криминал"
"Лофт (фильм, 2014)",триллер
Лепрекон: Начало,"фильм ужасов,комедия,фэнтези"
"Ложь во спасение (фильм, 2014)",драматический фильм
Кутис (фильм),"ужасы,комедия"
Крутые чуваки,"Боевик,комедия"
Каждая секретная вещь,"драма,детектив"
Как поймать монстра,"фэнтези,триллер"
Кайт (фильм),"боевик,1,2,[…],girls with guns,драматический фильм,антиутопический фильм"
Битва за Мён Рян,"история,военный,биография"
Исчезновение Элеанор Ригби,"драма,мелодрама"
Исчезнувшая,"детективный,триллер"
Исход: Цари и боги,"пеплум,драма"
История дельфина 2,"драма,семейный"
Любовь и милосердие,"музыкальный,байопик"
Интернет-мальчик: История Аарона Шварца,биография
Интерстеллар,"научная фантастика,приключения,драма,Электронная,классика"
"Интервью (фильм, 2014)","Комедия,боевик,сатира,бадди-муви,Саундтрек"
"Игра на выживание (фильм, 2014)",Триллер
"Игрок (фильм, 2014)","триллер,драма"
Игра в имитацию,"историческая,драма"
Лагерь X-Ray,драма
Кадр (фильм),"фантастика,криминал,драма"
Если твоя девушка — зомби,зомби-комедия
Копенгаген (фильм),драма
З/Л/О: Новый вирус,"ужасы,найденная плёнка"
"Другая женщина (фильм, 2014)",комедия
"Дракула (фильм, 2014)","тёмное фэнтези,боевик,фильм ужасов"
Драйвер на ночь,
Домашнее видео: Только для взрослых,комедия
Изъяны,"драма,комедия,триллер"
"Дом призраков (фильм, 2014)","фильм ужасов,триллер"
Драконы Нью-Йорка,"боевик,драма"
Думай как мужчина 2,романтическая кинокомедия
Дивергент (фильм),"научная фантастика,антиутопия"
Дикая (фильм),"фильм-биография,драма"
Джентльмен грабитель,"боевик,криминальный фильм,фильм-биография,драма,триллер"
Джек Райан: Теория хаоса,"триллер,боевик"
"Животное (фильм, 2014)","ужасы,триллер"
"Детка (фильм, 2014)",комедийная драма
День драфта,"спортивная,драма"
Джезабель,"ужасы,триллер"
Женщина в чёрном 2: Ангел смерти,"ужасы,мистика,драма"
Добро пожаловать в Нью-Йорк,драма
Джеймси,"драма,криминал,биография"
"Двойная игра (фильм, 2014)",боевик
"Город, который боялся заката (фильм, 2014)","Триллер,Детектив,Слэшер"
Дальше живите сами,комедия-драма
Демоны Деборы Логан,"ужасы,триллер,детектив"
Динозавр 13,"документальный фильм,2,3"
Джеки и Райан,"мелодрама,Музыкальный фильм"
Глаза звезды,Фильм ужасов
Голодные игры: Сойка-пересмешница. Часть 1,"боевик,антиутопия"
"Геракл (фильм, 2014)","фэнтезийно,приключенческий боевик"
"Второй шанс (фильм, 2015)",драма
"Гость (фильм, 2014)","боевик,нео-нуарный,триллер"
Всё ещё Элис,драма
"Возлюбленные (фильм, 2014)","фантастика,фэнтези,триллер,драма"
Врождённый порок,"комедийная драма,неонуар,детектив"
Воздушный маршал,"детективный,триллер"
Геракл: Начало легенды,"фэнтезийный,боевик"
Великий уравнитель (фильм),боевик
"Голоса (фильм, 2014)",психологическая комедия
Всё ещё мертвы,"ужасы,триллер"
Во имя короля 3,"приключенческий фильм,фэнтези,боевик"
Большие глаза,"драма,поп-музыка"
Блондинка в эфире,комедия
"Газовщик (фильм, 2014)","Короткометражный фильм,Ужасы,Триллер"
"Бивень (фильм, 2014)","боди-хоррор,комедия ужасов"
Бог не умер (фильм),драма
Белоснежка XXX: пародия Акселя Брауна,"порнопародия,порнофильм,сказка"
Бегущий в лабиринте (фильм),"Научная фантастика,Антиутопия"
Вероника Марс (фильм),"драма,мелодрама,детектив"
"Город грехов 2: Женщина, ради которой стоит убивать","боевик,триллер,детектив,нуар"
Внеземное Эхо,"фантастика,приключения,семейный"
В твоих глазах,"мелодрама,фантастика"
1971 (фильм),документалистика
Акулий торнадо 2: Второй по счёту,"ужасы,комедия,фантастика,трэш"
Бёрдмэн,"чёрная,трагикомедия"
Академия вампиров (фильм),"фэнтезийный,комедийный фильм ужасов,фэнтезийный фильм,22,23,[…],подростковый фильм,фильм о вампирах,экранизация романа,боевик,фильм-тайна,мелодрама"
"Александр и ужасный, кошмарный, нехороший, очень плохой день","комедийный фильм,2,3,[…],детский фильм,экранизация"
300 спартанцев: Расцвет империи,"эпический,исторический,боевик"
99 домов,"драматический фильм,1,2"
13 грехов,"триллер,фильм ужасов"
"Близнецы (фильм, 2014)",комедия-драма
3 ночи в пустыне,драма
"Анатомия любви (фильм, 2014)",Романтическая драма
"Чемпионы (фильм, 2014)","фильм-биография,драма"
Час (короткометражный фильм),драматический фильм
Ч/Б,трагикомедия
Форт Росс: В поисках приключений,приключенческий фильм
"Февраль (фильм, 2014)",
Атлант расправил плечи: Часть 3,"научно-фантастический фильм,4,5,драматический фильм,4,5,фильм-тайна,4,5,антиутопический фильм,экранизация романа"
Реальные упыри,"комедия,фильм ужасов,псевдодокументалистика"
Хоббит: Битва пяти воинств,"эпическое фэнтези,приключения,музыка к фильму"
Тоня плачет на мосту влюблённых,драма
Срок (фильм),документальный фильм
"Солнечный удар (фильм, 2014)",драма
"Спираль (фильм, 2014)","боевик,триллер"
"Следы на снегу (фильм, 2014)",документальный
Скорый «Москва — Россия»,"комедия,роуд-муви"
Русский характер (фильм),
Территория Джа,"комедия,научная фантастика,боевик"
Подарок с характером,"комедия,приключения,семейный"
Поддубный (фильм),"биографическая,драма"
Приказано забыть,
Нечаянно,чёрная комедия
"Нереальная любовь (фильм, 2014)",романтическая комедия
"Мой пилот, кит","Семейный,Документальный,Короткометражный"
Машка (фильм),короткометражный фильм
Любит не любит,
"Территория (фильм, 2014)","драма,приключенческий фильм"
Стартап (фильм),"биография,драма"
Мамы 3,лирическая комедия
Лёгок на помине,"фантастика,комедия"
Скуби-Ду! Искусство борьбы,"кроссовер,комедия ужасов"
Феи: Загадка пиратского острова,"семейный,фэнтези"
Кухня в Париже,комедия
"Левиафан (фильм, 2014)",драма
Сын Бэтмена,"научная фантастика,супергеройский фильм,экшен,триллер,психологическая драма,музыка к фильму"
Lego Бэтмен: В осаде,
Самолёты: Огонь и вода,"приключенческая,комедия"
Скуби-Ду: Франкен-монстр,"Комедия,детектив,семейный,приключения"
Рокки и Бульвинкль (мультфильм),"Комедия,Сатира"
Рио 2,"мюзикл,приключение"
Пророк (мультфильм),"анимация,драма"
Приключения мистера Пибоди и Шермана,"мультфильм,юмористическая фантастика,приключения,комедия,семейный,Саундтрек"
Линия Марты,"историческая,драма,мелодрама"
Корпоратив (фильм),комедия
Небесный меч,"приключения,боевик,фэнтези"
Пингвины Мадагаскара,"комедийный,боевик"
Меню (мультфильм),"мультфильм,короткометражка,мелодрама,комедия"
Лига Справедливости: В ловушке времени,
Лего. Фильм,"боевик,приключения,фантастика,комедия,музыка к фильмам"
Лава (мультфильм),"мюзикл,романтический фильм"
Как приручить дракона 2,"боевик,фэнтези,комедия"
Книга жизни (мультфильм),"приключения,музыкальный,комедия"
Железный человек и Капитан Америка: Союз героев,супергеройский фильм
Девочки из Эквестрии. Радужный рок,"приключения,комедия,фэнтези,мюзикл"
Бэтмен: Нападение на Аркхэм,"супергеройский фильм,кинофантастика,боевик,фильм-ограбление,Музыка к фильму"
Город героев,"семейный,комедия,боевик,фантастика,приключения,драма,Саундтрек"
Класс коррекции,драма
Кино про Алексеева,трагикомедия
Феи: Легенда о чудовище,"семейный,фэнтези"
Как меня зовут,драма
Кавказская пленница!,комедия
Семейка монстров,"приключенческий фильм,комедия,фэнтези,Стимпанк"
Здорово и вечно (фильм),документальный
"Испытание (фильм, 2014)",арт-хаус
"Звезда (фильм, 2014)",мелодрама
Залётчики,комедия
"Ещё один год (фильм, 2014)",мелодрама
"Дубровский (фильм, 2014)",драма
Дедушка моей мечты (фильм),
Ёлки 1914,"комедия,мелодрама"
"Две женщины (фильм, 2014)",драма
Да и да,мелодрама
Альфа и Омега 3: Великие волчьи игры,"комедия,приключения,семейный фильм"
Горько! 2,"трагикомедия,псевдодокументальное кино"
Газгольдер: Фильм,криминал
Владение 18,"фильм ужасов,триллер,детективный фильм"
"Военный корреспондент (фильм, 2014)",
Вычислитель (фильм),"фантастика,драма"
"Быстрее, чем кролики",комедия
Братья Ч,драма
"Беглецы (фильм, 2014)","приключенческий,триллер"
Белый ягель,"драма,мелодрама"
Белые ночи почтальона Алексея Тряпицына,драма
В спорте только девушки,Романтическая комедия
"Выпускной (фильм, 2014)",комедия
Ангелы революции,романтическая драма
22 минуты,боевик
Дурак (фильм),драма
Майдан (фильм),документальный
"Племя (фильм, 2014)","драма,криминальный фильм"
"До свидания, синефилы","мокьюментари,фильм-эссе,драматический фильм"
Жива ватра,документальное кино
Алёнка из Почитанки,
13 друзей хунты,документальный
"Авантюристы (фильм, 2014)",приключения
Хранитель Луны,"фэнтези,приключения,комедия,семейный"
Need for Speed: Жажда скорости,"боевик,триллер,драма,криминал"
Superнянь,комедия
Бабай (мультфильм),"комедия,приключенческий фильм,семейный фильм,фэнтези,1"
Я дышу,драма
Хочешь или нет?,Романтическая комедия
Уильям Тёрнер (фильм),"драма,биографический"
Судная ночь 2,"ужасы,триллер,боевик"
Сказки старого пианино,"Драма,Эссе,Драма,Эссе"
Соль Земли,"документальный фильм,1,2,[…],биографический фильм"
Пык-пык-пык,
"Тимбукту (фильм, 2014)",драма
Сен-Лоран. Стиль — это я,"драма,биографический фильм"
Три дня на убийство,"боевик,драма,комедия"
"Потерянный рай (фильм, 2014)","триллер,мелодрама"
"Пойми меня, если сможешь",драма
Приключения Паддингтона,"семейный фильм,комедия,сказка"
Ришелье. Мантия и кровь,
Французский транзит,"Криминальный,боевик,триллер"
"Поиск (фильм, 2014)","военная,драма"
Поездка к матери,
Песнь моря,"фэнтези,драма,приключения"
Пазолини (фильм),"драма,биография"
Одна встреча,мелодрама
Новая подружка,"драма,комедия"
Ни минуты покоя,комедия
"Невидимый мальчик (фильм, 2014)","научно-фантастический фильм,супергеройский фильм,детский фильм"
Последний бриллиант,криминальная драма
"Самба (фильм, 2014)",
Махни крылом,приключенческий фильм
"Мужчина, которого слишком сильно любили",драма
Любовь — странная штука,драма
Маньяк из Твиттера,"ужасы,найденная плёнка"
Каникулы маленького Николя,комедия
Люси (фильм),"научная фантастика,экшн,драма,криминал"
"Истребители (фильм, 2014)","Комедия,мелодрама"
Ив Сен-Лоран (фильм),Фильм-биография
Наш запах,драма
Звёздная карта (фильм),"сатира,триллер"
Мы не можем жить без космоса,
Три богатыря. Ход конём,"приключения,комедия"
Джеки в царстве женщин,"посткиберпанк,антиутопия,комедия"
Девичество (фильм),"драма,история взросления"
"Два дня, одна ночь",драма
Гордость (фильм),"драма,комедия,драматический фильм,комедийный фильм,ЛГБТ-фильм,59"
Гол живых мертвецов,"ужасы,комедия,спортивный фильм"
"Время признаний (фильм, 2014)","драматический фильм,1"
Зал Джимми,"историческая,драма"
"Волки (фильм, 2014)","ужасы,боевик"
Дело СК1,триллер
Белая птица в метели,"драма,триллер"
В воздухе,драма
"Красавица и Чудовище (фильм, 2014)","приключения,фэнтези,мелодрама"
Два лика января,триллер
Астерикс: Земля Богов,"историческая,комедия"
"Аллилуйя (фильм, 2014)",драматический фильм
13-й район: Кирпичные особняки,боевик
"Ягнёнок (фильм, 2014)","драматический фильм,1"
Сивас (фильм),"драматический фильм,3"
Шмитке (фильм),"комедийный фильм,фильм-тайна"
Зимняя спячка (фильм),драма
Искатель воды,"Драма,Исторический фильм"
Серена (фильм),драма
Чужой против Хищника,"научно-фантастический,боевик ужасов"
"Прощай, речь 3D",драма
"Вий (фильм, 2014)","тёмное фэнтези,приключения"
Мосты Сараево,документальная драма
Зильс-Мария,драма
Дурацкое дело нехитрое,"черная комедия,криминальный фильм"
Мистериум. Охотники на фазанов,"детективный,триллер"
"Прежде, чем я усну","драма,триллер"
"Форс-мажор (фильм, 2014)",
Страшная воля богов,Фильм ужасов
"Голубь сидел на ветке, размышляя о бытии","комедия,драма"
Полное доверие,"драма,мелодрама"
Проклятие: Начало конца,фильм ужасов о сверхъестественном
"Мой мужчина (фильм, 2014)",мелодрама
Моя прекрасная майко,"комедия,мюзикл"
Император в августе,историческая драма
Маленький дом,драма
Ведьмина служба доставки (фильм),экранизация романа
Улов (фильм),драма
"Годзилла (фильм, 2014)",фильм о монстрах
Вселенная Стивена Хокинга,"историческая,мелодрама"
Бродяга Кэнсин: Великий киотский пожар,
Бродяга Кэнсин: Последняя легенда,дзидайгэки
"Свастика (фильм, 1983)",мелодрама
"Счастливого Рождества, мистер Лоуренс","военная,драма"
"Мужчине живётся трудно. Фильм 31: Путешествие, женщина и Торадзиро",комедия
Война Кандагавы,пинку-эйга
Легенда о восьми самураях,"драма,мелодрама,приключения,фэнтези"
Мужчине живётся трудно. Фильм 32: Тора-сан ударился в религию,
Мелкий снег (фильм),фильм-драма
Висящее солнце,
"Легенда о Нараяме (фильм, 1983)",драма
Антарктическая история,"приключенческий фильм,1,драматический фильм"
Вечная дочь,драма
"Венера (фильм, 2022)",
Вендетта. Банды Атланты,"боевик,триллер"
Велга (фильм),мелодрама
Варяг (фильм),"исторический фильм,приключенческий фильм,боевик"
"Варвар (фильм, 2022)",ужасы
Вальдо (фильм),"криминал,триллер,детектив"
Великая свобода,"драматический фильм,ЛГБТ-фильм"
"Вавилон (фильм, 2022)","Историческая,комедийная,эпическая,драма"
В ритме ча-ча-ча,комедийная драма
В духе Рождества,"мюзикл,комедия"
Быть Сальвадором Дали,биографический фильм
Быстрый словарик любви,драматический фильм
Бэтгёрл (фильм),"боевик,приключения,криминал,супергероика"
"Быстрее пули (фильм, 2022)","боевик,комедия"
Бывшие. Happy End,мелодрама
"Бэтмен (фильм, 2022)","драма,криминал,детектив,супергероика"
"Бункер (фильм, 2022)","фильм ужасов,триллер"
Булки,комедия
Брат во всём,драма
Бультерьер (фильм),спортивная драма
Борьба со льдом,
Ботан и супербаба,"комедия,фантастика,боевик"
Большой баг,"фантастика,комедия"
Большие змеи Улли-Кале,"трагикомедия,исторический,мокьюментари"
Больше чем никогда,"драматический фильм,3"
Боец: Король ринга,
Доктор Чхон и потерянный талисман,"мистика,триллер"
Большая четвёрка (фильм),"комедийный,боевик"
"Доктор (фильм, 2023)",драматический фильм
До конца ночи,криминальный фильм
Девятые врата: Пандемониум,"фильм ужасов,драма"
Джон Уик 4,"неонуарный,остросюжетный боевик"
День благодарения (фильм),слэшер
Детектив Найт: Независимость,"боевик,триллер,криминал"
Дети шпионов: Армагеддон,"шпионский,комедийный боевик"
Девушка-гонзо,драма
"Граф (фильм, 2023)","комедийный фильм,1,фильм о вампирах"
Дайана Найэд (фильм),спортивный биографический фильм
Дворец (фильм),комедийная драма
Догмен,"драматический фильм,1,боевик,1,фильм-триллер,1"
Гром: Трудное детство,"супергероика,боевик,приключения,детектив,драма"
Гран Туризмо (фильм),"спортивная,драма"
"Двойная игра (фильм, 2023)","боевик,криминальный,драма"
Голодные игры: Баллада о змеях и певчих птицах,"боевик,антиутопия"
"Джестер (фильм, 2023)",ужасы
Город астероидов,1
Гонщики на драйве,"комедийный фильм,боевик"
Год рождения,"фэнтези,романтический фильм,драматический фильм"
Годзилла: Минус один,"кайдзю,фантастика,боевик,драма"
Герой наших снов,"чёрная комедия,фэнтези"
Гипнотик (фильм),"научная фантастика,триллер"
Говорят женщины,"драматический фильм,экранизация книги"
Гении (фильм),"драма,биография"
